	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
RALGAPA1	0.000000000842188050734437	0.0805258815625666	0.421	0.449	0.0000204996993429269
PRKCSH	0.00000000085445522911973	-0.273741287990469	0.194	0.25	0.0000207982947320033
VPS29	0.000000000857820030679269	0.178065733731501	0.356	0.354	0.0000208801973667641
SAP18	0.000000000872145803933405	-0.00516131065053305	0.739	0.792	0.000021228901013543
NABP1	0.000000000888611466782203	0.366975869471368	0.194	0.176	0.0000216296917129456
DAP	0.000000000895711096248725	-0.329524685920837	0.126	0.171	0.0000218025037937902
UBAP2L	0.000000000896160134058185	-0.384297810884434	0.115	0.162	0.0000218134338231103
KIAA1586	0.000000000908831341326595	-0.670652161339511	0.054	0.092	0.0000221218636792307
SPOP	0.00000000091290440625802	0.010693060963201	0.192	0.217	0.0000222210061527265
CRELD1	0.000000000923221249045402	-0.531538061400243	0.08	0.124	0.0000224721284230141
MEI1	0.000000000928777515138531	0.424418831600955	0.171	0.145	0.000022607373495987
RUNX1	0.000000000929168576358526	-0.479608991530712	0.103	0.152	0.0000226168923171429
MRPS5	0.00000000093533647939148	-0.211219238943513	0.174	0.22	0.000022767025244868
STRADA	0.000000000935392823218677	-0.661711911682065	0.053	0.09	0.0000227683967099658
DDX27	0.000000000942313300726478	-0.117333076477101	0.266	0.317	0.0000229368480529832
PTPN23	0.000000000952099210597975	-0.41848398002993	0.045	0.072	0.0000231750468851653
C11orf31	0.000000000955530119525635	-0.207086798235078	0.122	0.106	0.0000232585586393735
EXOC8	0.000000000955536959251428	-0.594555601996447	0.041	0.072	0.000023258725125139
MORF4L2	0.000000000960254379370181	0.111436509275714	0.37	0.383	0.0000233735518482496
MR1	0.000000000963374853497479	-0.533173456906098	0.064	0.103	0.0000234495073089821
PAAF1	0.000000000969094412576703	-0.249634638964824	0.048	0.07	0.0000235887270965295
WDR43	0.000000000976410555069955	-0.484340938976552	0.123	0.177	0.0000237668093209578
TXNDC12	0.00000000100376371895445	-0.290267589648906	0.162	0.214	0.0000244326126830702
FRMD8	0.00000000100431803887448	-0.299359743778376	0.092	0.13	0.0000244461053842438
RANGRF	0.00000000100514007902768	-0.341990746586231	0.122	0.167	0.0000244661146636127
CNP	0.00000000100824975342014	-0.478908786069364	0.079	0.12	0.0000245418072479996
ACACA	0.00000000101779364425438	-1.0253244166688	0.022	0.051	0.000024774115094796
CHKA	0.00000000101826974297867	-0.951572832509647	0.026	0.056	0.0000247857038138439
TIMM23B	0.00000000102056804546364	-0.698267311169192	0.037	0.067	0.0000248416467946306
TEN1	0.0000000010226162439299	-0.43536459933246	0.053	0.083	0.0000248915019934976
HECTD4	0.00000000102331765595222	-0.892475650369061	0.031	0.063	0.000024908575063533
CDIP1	0.00000000102480535539419	-0.426515632561693	0.134	0.189	0.0000249447871556501
DYRK1B	0.00000000102852548555207	-0.350901749626835	0.068	0.101	0.0000250353388438228
ZNF43	0.00000000103023901671605	-0.37128800208843	0.039	0.063	0.0000250770479058854
SIRT2	0.00000000103176618633941	0.20734287107099	0.269	0.264	0.0000251142207416875
RNF216	0.00000000103224163528223	-0.180900190977796	0.229	0.281	0.0000251257936444048
KPNA3	0.00000000103291645794367	-0.273874914492193	0.123	0.163	0.0000251422195028068
EXT2	0.00000000103683980819484	0.674356948334724	0.065	0.049	0.0000252377177712705
API5	0.0000000010466333794164	-0.055208392681674	0.149	0.179	0.0000254761030883746
ACAT1	0.00000000106357119209907	0.582584002487512	0.107	0.083	0.0000258883863868833
GAPVD1	0.00000000106838182927717	-0.331008719350407	0.129	0.176	0.0000260054821064355
ZDHHC21	0.00000000106853675236574	-0.75407795748276	0.045	0.082	0.0000260092530893345
GLMP	0.00000000106956188591158	-0.486479486094872	0.089	0.134	0.0000260342058649737
RAB18	0.00000000107874224854299	-0.161918400547406	0.196	0.241	0.000026257665071785
TTC33	0.0000000010860105684209	-0.571459566280599	0.054	0.09	0.0000264345832459331
TERF1	0.00000000109822530415071	-0.239069775852128	0.196	0.253	0.0000267319021283324
PET117	0.00000000110107280835747	-0.514924490545207	0.049	0.081	0.0000268012132282292
CDV3	0.00000000110191636266602	-0.339715752783665	0.188	0.248	0.0000268217461836536
HPS1	0.00000000111136998647292	0.218202646242231	0.229	0.222	0.0000270518568407372
NPLOC4	0.00000000112103234670931	-0.814398993421272	0.028	0.058	0.0000272870483512513
ATPAF2	0.00000000112705609863396	-0.791157915259172	0.027	0.054	0.0000274336724968493
RPS6KA4	0.00000000113643191263399	-0.553449558208819	0.067	0.107	0.0000276618891854239
NDUFC2	0.00000000113924529228688	-0.343085696937864	0.144	0.194	0.000027730369659555
G6PD	0.00000000114699273116552	0.0228575915277961	0.246	0.274	0.0000279189500692999
CDC16	0.00000000114810087866357	-0.501875231985147	0.053	0.086	0.0000279459234875498
POLR1E	0.00000000115454524693997	0.297372101257384	0.113	0.117	0.0000281027858557659
NFKB1	0.00000000116586412880331	0.232110190918709	0.28	0.283	0.0000283782987592013
PHF1	0.00000000117249751842747	-0.250492345907188	0.317	0.388	0.0000285397620960431
PABPC4	0.00000000119480801966996	-0.125260982420819	0.307	0.364	0.0000290828220067866
CD58	0.00000000120403437425418	0.393971253348411	0.198	0.168	0.000029307400703721
NQO2	0.00000000120464945392821	0.87611090137159	0.079	0.048	0.0000293223723580665
CDK5RAP3	0.00000000121014796216551	-0.0159331041645325	0.238	0.271	0.0000294562115470706
PCYT1A	0.00000000121131398623583	0.43627817016592	0.125	0.107	0.0000294845937389663
TOP2B	0.000000001216754176899	-0.316976691774128	0.097	0.137	0.0000296170134198986
PEX16	0.00000000121995592178251	-0.219028995191521	0.159	0.204	0.0000296949470921081
PPP1R11	0.00000000122013107145423	-0.232121410006597	0.281	0.345	0.0000296992104102674
MRPS15	0.00000000123194299581352	-0.137205207001837	0.182	0.221	0.0000299867244610968
MKLN1	0.00000000123940247915377	-0.252939399337398	0.134	0.176	0.0000301682957450819
ZNF140	0.0000000012400161072904	-0.613166066754197	0.068	0.11	0.0000301832320675557
GTPBP10	0.00000000124064231461241	-0.496780782164602	0.105	0.154	0.0000301984745799806
NLRC5	0.00000000124283051488351	-0.25138576541377	0.205	0.261	0.0000302517375627796
AC245014.1	0.00000000124435680088366	1.11164897155108	0.053	0.025	0.0000302888888903091
C17orf107	0.00000000124719448601976	-1.0987666243002	0.029	0.062	0.0000303579609842071
EIF3J-DT	0.00000000124876426876882	-0.791742949083608	0.03	0.06	0.0000303961710661019
PPME1	0.00000000125270862347451	-0.287812782309984	0.057	0.082	0.0000304921806039931
INTS12	0.00000000126111773104892	-0.491744850496622	0.084	0.127	0.0000306968666914618
DCP1A	0.00000000126915247026651	-0.301728139510845	0.248	0.313	0.000030892440278757
HMG20A	0.00000000127623998025504	-0.638417483513508	0.064	0.106	0.000031064957359388
TOMM22	0.00000000127748203545801	-0.0844355888294717	0.332	0.38	0.0000310951902250835
ALG5	0.00000000127908426201898	-0.262557395343768	0.107	0.143	0.000031134190021804
ARHGAP18	0.000000001292808840196	-0.611827861480901	0.088	0.137	0.0000314682599792108
FNTA	0.00000000130473132623805	-0.187286094535871	0.202	0.252	0.0000317584652119605
USE1	0.00000000130529545371173	-0.296870265390945	0.106	0.145	0.0000317721966387973
USP7	0.00000000130666509192702	-0.403582100377899	0.085	0.126	0.0000318055350025955
TAF3	0.00000000131343515964017	-0.363380809047815	0.133	0.184	0.0000319703252208014
DDX1	0.00000000131523174369402	-0.314972427671116	0.107	0.147	0.0000320140558732562
TOP3A	0.00000000131535509925927	-0.800400031378788	0.03	0.059	0.0000320170584710699
DNAJB11	0.00000000132236966632045	-0.309931983720937	0.222	0.285	0.0000321878000479061
WDR11	0.00000000133375082509282	-0.261762060717443	0.047	0.071	0.0000324648288335844
POU2F1	0.00000000133653429549036	-0.507103384183676	0.039	0.067	0.0000325325812865308
NDUFB6	0.00000000134115045210816	-0.266320366359894	0.261	0.325	0.0000326449431547646
METTL13	0.0000000013504693954332	-0.740600027846755	0.039	0.072	0.0000328717755542395
ZFYVE1	0.00000000135941339500404	-0.537144822833771	0.044	0.076	0.0000330894814477934
KLHL26	0.00000000136329903036094	-0.574747488832669	0.03	0.055	0.0000331840616980155
EIF2B4	0.0000000013901195871302	-0.424944291476858	0.062	0.095	0.0000338369008703362
PBRM1	0.00000000139334418456435	-0.236726946660503	0.114	0.152	0.0000339153907964809
UBE2G2	0.00000000142725218751872	-0.128091756779486	0.137	0.17	0.0000347407454963932
C1QBP	0.0000000014359511256373	-0.140614630683073	0.265	0.317	0.0000349524863491376
PRKDC	0.00000000144793732955936	-0.335640019182129	0.159	0.213	0.0000352442425388044
NOP14	0.00000000145493006211229	-0.358439070649101	0.098	0.139	0.0000354144526418754
BIN3	0.0000000014922712111189	-0.750339296795109	0.034	0.064	0.000036323373549845
NUB1	0.00000000149628211288295	0.0200088864315264	0.26	0.287	0.0000364210029096838
JTB	0.0000000015113532858079	-0.17617016266061	0.436	0.507	0.0000367878503298501
SNX6	0.00000000152108694611628	-0.100375488635335	0.347	0.4	0.0000370247773554163
DDX50	0.00000000153189241637834	-0.284582093724062	0.224	0.286	0.0000372877933070652
HNRNPL	0.00000000153810038943056	0.105058269548652	0.269	0.284	0.0000374389015791292
IL2RG	0.00000000154019922058073	0.185000390494573	0.543	0.486	0.0000374899892281556
SPEN	0.00000000154137066692822	-0.453088968462356	0.11	0.161	0.0000375185034036998
LEO1	0.0000000015700344789087	-0.357736018413718	0.089	0.127	0.0000382162092511166
ERCC3	0.00000000157692881216588	-0.227689756757576	0.137	0.177	0.0000383840242169298
FAM160B2	0.0000000015828305023514	-0.473976022314438	0.066	0.103	0.0000385276772577353
GFOD2	0.00000000160236405286744	-0.742546834954832	0.029	0.057	0.0000390031434108464
PIAS2	0.00000000160506427144919	0.95051546506405	0.065	0.039	0.0000390688694313448
TIMM9	0.00000000161914840957645	-0.291455389517562	0.08	0.113	0.0000394116914375004
DENND6A	0.0000000016221264438354	0.615995803368782	0.103	0.078	0.0000394841797693976
FAM24B	0.00000000162256015569671	-0.844327994518568	0.036	0.069	0.0000394947367498136
ABCB7	0.00000000162960948338995	-0.344175049283468	0.079	0.115	0.0000396663244351947
XPO6	0.00000000163240294500969	0.682767739627147	0.097	0.07	0.0000397343200844808
TBRG1	0.00000000163561598270084	0.067294210549401	0.424	0.448	0.0000398125286349212
GPS2	0.00000000163614004186915	-0.0745728567472161	0.158	0.188	0.000039825284759137
SLFN12L	0.00000000164105214036187	-0.372381809699342	0.194	0.255	0.0000399448501485482
AP4B1	0.00000000165058030562866	-0.24477516468309	0.123	0.163	0.0000401767752193071
TPRA1	0.00000000165915545013815	-0.105887229162136	0.101	0.126	0.0000403855028118127
SLC16A3	0.00000000169584077636381	0.15497167238197	0.173	0.186	0.0000412784603374714
MALSU1	0.00000000170604096952877	-0.253288664469132	0.105	0.14	0.0000415267432392998
TMEM184B	0.00000000170737627146134	0.855524525335616	0.059	0.038	0.0000415592458236406
LSG1	0.00000000170991453799564	-0.556465393563637	0.092	0.139	0.0000416210297693518
SMS	0.00000000172597569177609	0.0933780354152189	0.19	0.207	0.0000420119743135219
RAD1	0.00000000172837471856897	-0.45789202214668	0.061	0.094	0.0000420703690246873
HMBOX1	0.00000000173668285683235	-0.600474852135303	0.056	0.093	0.0000422725974181563
GSK3B	0.00000000174636364725378	-0.167642022986353	0.154	0.195	0.0000425082375378043
EEA1	0.00000000175741551218755	0.693236243616967	0.104	0.074	0.0000427772509821571
SUGT1	0.00000000176466844346354	0.111835177998229	0.284	0.299	0.0000429537945823461
KIF22	0.00000000177703394036979	0.347480959463456	0.164	0.15	0.000043254783142541
TRAPPC9	0.00000000179618356126032	-0.483785088351467	0.064	0.1	0.0000437209040646376
CEP120	0.00000000179793075529824	-0.495111843882523	0.103	0.151	0.0000437634325147146
SMC1A	0.00000000181781978651517	-0.336483350596046	0.146	0.198	0.0000442475514235658
ORC5	0.00000000181825144363542	-0.658744454475433	0.06	0.1	0.0000442580583895297
GPR180	0.00000000182320401771359	-0.496392453938215	0.035	0.059	0.0000443786089951666
RAB8B	0.00000000182481798455113	-0.243585802454157	0.35	0.422	0.000044417894561959
SMC6	0.00000000182687540567164	-0.633187765308679	0.073	0.117	0.0000444679742494533
PANK2	0.00000000183249692687455	-0.215640497143911	0.154	0.198	0.0000446048076970534
ABCD3	0.0000000018432794110007	0.895006181788618	0.071	0.042	0.0000448672641431681
APPBP2	0.00000000187805309853762	-0.580923423195159	0.083	0.128	0.0000457136904715043
RELA	0.0000000018831353761209	-0.111146788090747	0.268	0.315	0.0000458373981901587
MPRIP	0.00000000188322904631783	-0.69276585557234	0.051	0.089	0.0000458396782164223
MRPL13	0.00000000188828585028811	-0.438646191934118	0.118	0.168	0.0000459627658818629
NUP153	0.00000000190034655919753	-0.161103089694974	0.092	0.12	0.0000462563355974272
TYSND1	0.00000000190958496618548	-0.443526552394883	0.068	0.103	0.0000464812076619207
RPUSD3	0.00000000193002188554643	-0.476129193774542	0.092	0.136	0.0000469786627160857
DSE	0.00000000196100442314262	0.792265143800253	0.078	0.052	0.0000477328086637145
PRKRIP1	0.00000000198772874846665	-0.483274941954897	0.099	0.146	0.0000483833054664267
SYF2	0.0000000020090535058241	-0.154157692186018	0.484	0.554	0.0000489023713852643
FAM110A	0.00000000203210301640658	-0.0474320651825419	0.17	0.201	0.0000494634195223526
CHST2	0.00000000203808254086515	-0.701293108880347	0.031	0.061	0.0000496089671271985
B4GALT7	0.00000000204424301205162	-0.55063878408722	0.056	0.092	0.0000497589191563484
IBTK	0.00000000205045102475868	-0.359604096039039	0.105	0.147	0.0000499100283936511
CWF19L1	0.00000000205163600901787	-0.60736253011809	0.066	0.107	0.000049938872095504
RHEBL1	0.00000000205995235463327	-0.561084234038046	0.083	0.128	0.0000501413002641284
RNASEH2C	0.00000000206012383540262	-0.218353909728726	0.204	0.254	0.0000501454742775352
MRPL2	0.00000000207698027139887	-0.222248191064585	0.089	0.119	0.0000505557767861198
OGT	0.00000000208928814750825	-0.239639681192149	0.178	0.229	0.0000508553627984983
VMP1	0.00000000210646935525595	-0.0688630504756457	0.241	0.283	0.000051273570576285
ZNF770	0.00000000210894779953289	-0.528713537661035	0.072	0.113	0.00005133389838843
SVBP	0.00000000211598196071255	-0.503478651699345	0.066	0.103	0.0000515051169057042
USP1	0.00000000215541650247024	-0.400664801157241	0.132	0.185	0.0000524649930866282
ADSS	0.00000000215584966275585	0.145518560936813	0.317	0.325	0.0000524755366411402
WRAP73	0.00000000216532116195538	-0.349889027740732	0.108	0.151	0.0000527060824031559
POP7	0.00000000216686192399602	-0.0235589806414236	0.092	0.11	0.000052743586091987
SNW1	0.00000000216900601284698	-0.192449857721612	0.303	0.365	0.0000527957753587084
CWC27	0.00000000217680003752351	-0.536543874411627	0.08	0.123	0.0000529854897133598
TNKS2	0.00000000221101357395741	-0.342821645466826	0.142	0.192	0.0000538182814036974
MAP4K4	0.00000000221323095709569	-0.431360333650301	0.061	0.093	0.0000538722547266663
NXPE3	0.00000000222642952248159	0.207080375301282	0.081	0.086	0.0000541935210067244
TMEM135	0.00000000230476443149412	-0.648828033944206	0.058	0.096	0.0000561002710269984
DLST	0.00000000230481846640079	-0.159459051773005	0.183	0.225	0.0000561015862906616
SKP1	0.00000000230787154484324	0.0443864181597855	0.739	0.778	0.0000561759012730294
ARAF	0.00000000232418128166414	-0.0440080467507984	0.146	0.171	0.0000565728965769868
CCDC186	0.00000000233477908563981	-0.261527704696808	0.181	0.233	0.0000568308577235586
BAG1	0.00000000234423800088777	-0.218120048022289	0.24	0.296	0.0000570610971796093
MAML2	0.00000000238851656934035	0.541463462445372	0.085	0.071	0.0000581388818143134
ASCC1	0.00000000238883078223085	-0.485962609666525	0.097	0.145	0.0000581465300702812
C16orf58	0.00000000245922075402733	-0.58246994013654	0.045	0.077	0.0000598598923737792
GUCD1	0.00000000247509822834392	-0.513412422200299	0.085	0.13	0.0000602463659761194
ASAH1	0.00000000253405203034063	0.130546875872117	0.18	0.188	0.0000616813604705213
HDAC3	0.00000000259181819240956	-0.288612348807533	0.106	0.145	0.0000630874466214411
GSKIP	0.00000000260014513065466	-0.59913634033181	0.074	0.117	0.000063290132625265
RGS9	0.00000000261556329898624	0.482504500171447	0.099	0.083	0.0000636654262606241
NR4A3	0.00000000262491946563272	-0.195393504031017	0.306	0.372	0.000063893164712966
GTF2IRD2B	0.00000000262695319879483	-0.38617873085659	0.076	0.111	0.000063942667811865
NDUFA12	0.00000000263630020000668	0.0867234228199812	0.362	0.379	0.0000641701831683626
C12orf45	0.00000000265296311522550	-0.614246678756064	0.054	0.09	0.0000645757751877038
SP100	0.00000000265344938393438	-0.0880612883078329	0.517	0.578	0.0000645876114543467
PRMT3	0.00000000270388326986038	-0.772927041995425	0.038	0.07	0.0000658152226716714
RPS6KB1	0.00000000276555984165916	-0.138081019899941	0.114	0.143	0.0000673164921058257
SNAPC2	0.00000000276701844430893	-0.483931336908357	0.076	0.117	0.0000673519959529237
G3BP2	0.0000000027775806205128	-0.256789900931778	0.445	0.519	0.000067609089883902
ATP6V1H	0.00000000280489488932049	-0.319665601462816	0.138	0.187	0.00006827394650095
TMEM141	0.0000000028286584853214	-0.32479565355083	0.121	0.165	0.0000688523761912082
NFIC	0.00000000285890973074088	-0.631678814299825	0.072	0.116	0.0000695887217559637
MUC12	0.00000000286318860467688	-0.503663672989975	0.092	0.139	0.0000696928738264399
RBSN	0.0000000028722176627152	-0.158278599529254	0.043	0.06	0.0000699126501281506
NHLRC3	0.00000000290140765179848	-0.748724444840266	0.043	0.078	0.0000706231636524267
GATD3B	0.00000000295110081425723	-0.574972772236269	0.052	0.086	0.0000718327449198352
ZNF90	0.00000000295158481667786	0.324056980284884	0.17	0.157	0.0000718445260227557
TYW5	0.00000000295370758745949	-0.680922592871603	0.039	0.07	0.0000718961963863515
SRPRA	0.00000000295718352434482	-0.242335499077214	0.385	0.458	0.0000719808041660772
PLRG1	0.0000000029863198584896	-0.117828409013168	0.159	0.194	0.0000726900116754953
CCDC25	0.00000000298752520862241	-0.0926797688356573	0.112	0.139	0.0000727193511030781
ATAD1	0.00000000301827633421244	-0.22866681080732	0.149	0.192	0.000073467864251065
TOR2A	0.00000000301902450769302	-0.478624061630731	0.062	0.096	0.0000734860755417557
FNDC3A	0.00000000303730904562928	-0.244222659793143	0.106	0.14	0.0000739311394796624
SLC3A2	0.00000000303828334743954	-0.187637667217444	0.547	0.619	0.0000739548549600257
PCMT1	0.00000000306157691392798	-0.175682486436598	0.322	0.385	0.0000745218436619211
NOL10	0.00000000307294734098637	-0.572027257908629	0.05	0.083	0.0000747986112269493
TIMM8A	0.00000000309871707796534	-1.03135660151144	0.022	0.05	0.0000754258723947542
DCAF5	0.00000000310858453588077	0.328364190199021	0.213	0.191	0.0000756660561878739
UFM1	0.00000000311893367712889	-0.229133413513153	0.256	0.316	0.0000759179646349943
PHLDA2	0.00000000316432081478645	1.18817037982596	0.059	0.035	0.0000770227329527169
COPS4	0.00000000316582019071594	0.187030746021159	0.129	0.133	0.0000770592292622167
TMEM167A	0.00000000319933119759813	-0.325866750680788	0.161	0.214	0.000077874920680736
LETMD1	0.00000000320613502345586	0.16876925184091	0.174	0.178	0.000078040532605939
OSGEP	0.00000000320656632506243	-0.200602294061373	0.111	0.144	0.0000780510309183446
WDFY2	0.00000000332574151482601	0.748770730086808	0.079	0.056	0.00008095187421238
CRTC1	0.00000000332877096645203	-1.00827768769968	0.027	0.057	0.0000810256140944089
ARID1A	0.0000000033291647337821	0.00587290104311999	0.15	0.172	0.0000810351987849902
ASNS	0.00000000333352821056958	-0.931884245029994	0.024	0.051	0.0000811414101734741
UBE2E1	0.00000000334808557369634	-0.390262166327579	0.089	0.129	0.0000814957509493427
NIPAL3	0.00000000339893235489258	-0.575571812124934	0.072	0.113	0.0000827334124504403
PARP12	0.00000000344530854758167	-0.440951046432021	0.085	0.126	0.0000838622553566855
ACBD3	0.00000000346208159947259	-0.610188438295542	0.066	0.106	0.0000842705282127624
RAB3GAP2	0.00000000346882135309752	-0.381085447020948	0.073	0.108	0.0000844345805557468
CCDC173	0.00000000348324383071856	0.522970159683238	0.107	0.088	0.0000847856380835204
GOLGA5	0.00000000351424003828254	-0.423613222046052	0.065	0.099	0.0000855401167718352
IQCG	0.00000000354735498544949	0.971530482906153	0.058	0.034	0.0000863461677008261
ZNF414	0.00000000355817493379716	-0.947823844182191	0.035	0.068	0.0000866095360635567
ABHD11	0.00000000356834670843352	-0.770066834219453	0.026	0.053	0.0000868571272299803
TRMT61B	0.00000000357155779205159	-0.46167557910468	0.05	0.079	0.0000869352882163277
MED9	0.00000000364534288351367	-0.885753415999099	0.037	0.071	0.0000887312911276063
RAD51D	0.00000000369129774031634	-0.814666572444155	0.029	0.057	0.0000898498782970401
ADAM10	0.000000003695811575223	0.344398156470916	0.234	0.205	0.0000899597495525031
AHCY	0.00000000369787378739409	-0.395797079418258	0.063	0.094	0.0000900099458589595
MANBA	0.00000000370259111795382	-0.460621123427646	0.09	0.134	0.0000901247704021139
POMGNT1	0.00000000370921812644959	-0.63751144602897	0.028	0.052	0.0000902860784159094
ERCC6	0.00000000372271448393942	-0.921312376079355	0.032	0.064	0.0000906145932535694
TIMM17A	0.00000000374198841762319	-0.116929833745559	0.184	0.22	0.0000910837400733661
DEDD	0.0000000037479321415175	-0.17680453297757	0.128	0.162	0.0000912284162566774
SH3GL1	0.00000000374930902580015	-0.662823102050014	0.05	0.085	0.0000912619309970016
CASP2	0.00000000375162216253487	-0.7029966947334	0.029	0.058	0.0000913182350582613
MIGA2	0.00000000376083129749084	-0.913734727685302	0.033	0.066	0.0000915423946122245
SDR42E2	0.00000000377001180213175	0.771459343086377	0.097	0.064	0.0000917658572756888
AP5Z1	0.0000000037783325654625	-0.24001060509459	0.146	0.191	0.0000919683929759226
MFSD5	0.00000000378359297903315	-0.139739000284429	0.081	0.104	0.0000920964367026458
EHBP1L1	0.00000000381636580889307	-0.577428330264575	0.055	0.091	0.0000928941601542662
C2orf49	0.00000000382440401893523	-0.376582863901148	0.114	0.16	0.0000930898182249024
KIAA1143	0.0000000038391902586694	-0.307514422938191	0.121	0.164	0.0000934497300862719
SAMD9	0.00000000387920262637713	0.0430516399298666	0.155	0.173	0.0000944236711286457
HSPBP1	0.0000000038868933633292	-0.224586101425762	0.107	0.142	0.000094610871356796
TAB1	0.00000000390713654915519	-0.568061768150158	0.054	0.088	0.0000951036107429865
NUTM2B-AS1	0.0000000039117391933957	-0.201697390340733	0.178	0.225	0.0000952156437064446
NUP58	0.0000000039269598771448	-0.414461535733899	0.152	0.208	0.0000955861303695815
TBC1D10B	0.00000000394730406315927	-0.642079611417722	0.04	0.071	0.0000960813282013599
PLGRKT	0.00000000395430813082955	-0.374194369942978	0.087	0.125	0.000096251814212522
CDK7	0.0000000039687690806155	-0.470362729515755	0.064	0.099	0.0000966038081912619
EIF5A2	0.00000000397662123427619	0.792464460013137	0.08	0.052	0.0000967949374635167
TNFRSF4	0.00000000398750412040769	0.510575095375271	0.059	0.059	0.0000970598377948436
VPS13C	0.00000000407253161297499	-0.162270596748184	0.267	0.322	0.0000991294919914241
SLC25A32	0.00000000413276438223611	0.16914506012299	0.193	0.198	0.000100595617828009
ZC3H3	0.00000000416356160062126	-0.454401995240882	0.069	0.105	0.000101345252920722
TTI1	0.00000000416549687785674	-0.61359283715917	0.034	0.061	0.000101392359503911
WDR45	0.00000000418163035425877	0.327890580756022	0.192	0.172	0.000101785064453013
LNPEP	0.0000000042298652097786	-0.289613763676506	0.238	0.3	0.000102959149071221
IL4R	0.0000000042562600631737	-0.369730812147948	0.099	0.141	0.000103601626197711
DHX36	0.00000000425822610205619	-0.0240028018425165	0.343	0.383	0.00010364948155015
TRAPPC1	0.00000000428131996995978	-0.189667156742766	0.411	0.481	0.000104211609388791
NENF	0.00000000428673993606046	0.0875626553731856	0.131	0.145	0.000104343536783648
C18orf21	0.0000000042956725796712	-0.536641566748826	0.062	0.098	0.000104560966261777
OCIAD2	0.00000000431678537220771	-0.193496426721885	0.224	0.276	0.000105074872744908
KPNA5	0.00000000432446123374249	-0.15817227904193	0.137	0.172	0.000105261710890526
NKTR	0.00000000436684886889591	-0.100154286475114	0.282	0.332	0.000106293468317795
CCNK	0.00000000438912001230433	-0.207510495190897	0.212	0.262	0.0001068355702195
OGG1	0.00000000443460584244466	-0.619295383083985	0.062	0.101	0.000107942740810945
SHOC2	0.00000000443463842974806	-0.104648418720734	0.228	0.269	0.000107943534018497
AC012615.1	0.0000000044504258943709	0.995517063636698	0.053	0.032	0.000108327816694882
ERCC2	0.00000000449732078632868	-0.916352055231704	0.025	0.052	0.000109469285260026
MRPL3	0.00000000456924767848911	-0.418798102074	0.159	0.216	0.000111220057742103
NCKAP1L	0.00000000457474194338823	-0.0961565828736685	0.229	0.269	0.000111353793644013
RPF2	0.00000000460288685809282	-0.32171497612046	0.092	0.13	0.000112038869012837
UROS	0.00000000461652475005295	-0.22798376792754	0.105	0.138	0.000112370828941039
SSR1	0.00000000462397890354098	-0.20006726779081	0.241	0.293	0.000112552270491091
ATAD2B	0.00000000469686300521939	0.0988251765152244	0.086	0.098	0.000114326342410045
COASY	0.00000000471865552911008	-0.51307396786286	0.091	0.135	0.000114856794234069
CKS1B	0.00000000472271204806267	-0.710975465811853	0.046	0.082	0.000114955533961894
DCP1B	0.00000000475120465099209	0.808677179406884	0.076	0.05	0.000115649072409798
TMEM115	0.00000000476518622288826	-0.365546136648612	0.09	0.128	0.000115989397851323
OSBPL2	0.00000000480302038740382	-0.619153431663439	0.069	0.111	0.000116910319249796
ATF2	0.00000000481176824207722	-0.361690331578322	0.136	0.185	0.000117123250780402
TXNRD2	0.00000000481219034519601	-0.639156055736418	0.041	0.073	0.000117133525192416
ZNF687	0.00000000488457924785856	-0.949832522397537	0.028	0.057	0.000118895543472125
TRNT1	0.0000000049494060102335	-0.115082740433035	0.093	0.117	0.000120473491695094
CYC1	0.00000000495269175559509	-0.145537744343459	0.256	0.306	0.00012055347002294
PTRH2	0.00000000497344986429746	-0.506524401867456	0.072	0.111	0.000121058743146864
ZDHHC17	0.00000000497967217437937	-0.925962217018652	0.036	0.07	0.000121210200396568
CENPL	0.00000000500335983196017	-0.621147525664562	0.041	0.071	0.000121786781669743
BLOC1S1	0.00000000500689260008855	-0.176236520608233	0.254	0.309	0.000121872772778755
SPSB1	0.00000000502813673009024	-0.710003128426148	0.043	0.078	0.000122389876147127
KLHDC2	0.00000000505985059123629	0.0532851947583701	0.191	0.208	0.000123161823241283
TAOK1	0.00000000506522843425741	-0.322007549563168	0.101	0.142	0.00012329272531826
TTC1	0.0000000050689536700178	-0.23273529638563	0.169	0.216	0.000123383401281903
MTMR9	0.00000000511837921053694	-0.627915880429036	0.045	0.078	0.00012458646836368
TMEM35B	0.00000000513651896746335	-0.194246456141996	0.119	0.154	0.000125028008187025
ATP10D	0.00000000515618901785459	-0.252139425332599	0.058	0.082	0.000125506796883599
ATP5C1	0.00000000516499492233006	0.534156288114593	0.126	0.083	0.000125721141404436
LCP1	0.00000000517190197940232	-0.0574595696890126	0.777	0.833	0.000125889266080632
TMEM230	0.00000000521837747545232	0.0531661818719237	0.312	0.332	0.000127020526129985
LINC01550	0.00000000522799606845210	-0.384842828477499	0.049	0.076	0.000127254652302192
DHRS4	0.00000000529735643156437	0.0399045197918988	0.082	0.097	0.000128942952900708
C17orf67	0.00000000532539512483355	-0.405825844774383	0.081	0.12	0.000129625442733573
NDUFA8	0.00000000533865107903058	-0.213858296566722	0.102	0.133	0.000129948105914683
IRF7	0.0000000053696389703198	0.0819088786489472	0.255	0.274	0.000130702382176554
